code,province,date,avg_temp,avg_relative_humidity
41000,Chungcheongnam-do,2017-10-21,15.6,72.5
50000,Jeollabuk-do,2017-10-21,16.3,70.6
51000,Jeollanam-do,2017-10-21,18.6,60.3
60000,Gyeongsangbuk-do,2017-10-21,15.3,79.5
61000,Gyeongsangnam-do,2017-10-21,18,66.6
70000,Jeju-do,2017-10-21,19.7,63.3
10000,Seoul,2017-10-22,16.3,50.4
11000,Busan,2017-10-22,18.3,58.3
12000,Daegu,2017-10-22,16.8,56.3
13000,Gwangju,2017-10-22,17.9,51.4
14000,Incheon,2017-10-22,15.8,57
15000,Daejeon,2017-10-22,15.7,65.4
16000,Ulsan,2017-10-22,17.6,67.1
20000,Gyeonggi-do,2017-10-22,15.2,62.3
30000,Gangwon-do,2017-10-22,14,66.3
40000,Chungcheongbuk-do,2017-10-22,13.9,59.1
41000,Chungcheongnam-do,2017-10-22,15.8,57.4
50000,Jeollabuk-do,2017-10-22,16.4,61.6
51000,Jeollanam-do,2017-10-22,18.7,52.3
60000,Gyeongsangbuk-do,2017-10-22,16.8,64
61000,Gyeongsangnam-do,2017-10-22,18.4,56.3
70000,Jeju-do,2017-10-22,19.8,58.3
10000,Seoul,2017-10-23,13.7,47
11000,Busan,2017-10-23,15.3,51.9
12000,Daegu,2017-10-23,14.4,49.3
13000,Gwangju,2017-10-23,15.3,58.1
14000,Incheon,2017-10-23,13.2,57.9
15000,Daejeon,2017-10-23,13,63.8
16000,Ulsan,2017-10-23,13.7,61.6
20000,Gyeonggi-do,2017-10-23,12.9,56.9
30000,Gangwon-do,2017-10-23,12.3,54.4
40000,Chungcheongbuk-do,2017-10-23,10.9,61.6
41000,Chungcheongnam-do,2017-10-23,12.6,61.1
50000,Jeollabuk-do,2017-10-23,13.9,65.1
51000,Jeollanam-do,2017-10-23,16.6,51.6
60000,Gyeongsangbuk-do,2017-10-23,12.2,58.3
61000,Gyeongsangnam-do,2017-10-23,15.3,51.4
70000,Jeju-do,2017-10-23,17.9,55
10000,Seoul,2017-10-24,14.4,54.3
11000,Busan,2017-10-24,14.2,68.5
12000,Daegu,2017-10-24,12.5,70.4
13000,Gwangju,2017-10-24,14.4,71.6
14000,Incheon,2017-10-24,14.5,62
15000,Daejeon,2017-10-24,12.4,74.5
16000,Ulsan,2017-10-24,12.5,77.9
20000,Gyeonggi-do,2017-10-24,13,66.9
30000,Gangwon-do,2017-10-24,11.6,57
40000,Chungcheongbuk-do,2017-10-24,10.2,72.4
41000,Chungcheongnam-do,2017-10-24,12.1,76.3
50000,Jeollabuk-do,2017-10-24,12.8,80.4
51000,Jeollanam-do,2017-10-24,15.1,68.8
60000,Gyeongsangbuk-do,2017-10-24,11.1,71
61000,Gyeongsangnam-do,2017-10-24,14.1,68.6
70000,Jeju-do,2017-10-24,17.5,62
10000,Seoul,2017-10-25,14.4,59
11000,Busan,2017-10-25,15,57.8
12000,Daegu,2017-10-25,12.5,72.4
13000,Gwangju,2017-10-25,13.7,78.9
14000,Incheon,2017-10-25,14.3,70.3
15000,Daejeon,2017-10-25,12.4,74.8
16000,Ulsan,2017-10-25,12.9,69.3
20000,Gyeonggi-do,2017-10-25,12.3,78.4
30000,Gangwon-do,2017-10-25,14.5,50.3
40000,Chungcheongbuk-do,2017-10-25,9.8,75.9
41000,Chungcheongnam-do,2017-10-25,11.5,80.3
50000,Jeollabuk-do,2017-10-25,12.8,81.3
51000,Jeollanam-do,2017-10-25,14.9,71.1
60000,Gyeongsangbuk-do,2017-10-25,12.4,66.6
61000,Gyeongsangnam-do,2017-10-25,13.4,72.8
70000,Jeju-do,2017-10-25,16.3,61.6
10000,Seoul,2017-10-26,14.5,56.5
11000,Busan,2017-10-26,16.1,69.3
12000,Daegu,2017-10-26,12.5,74.5
13000,Gwangju,2017-10-26,14.7,72
14000,Incheon,2017-10-26,14.4,67.9
15000,Daejeon,2017-10-26,12.8,76.1
16000,Ulsan,2017-10-26,14.1,80.4
20000,Gyeonggi-do,2017-10-26,14.3,63.5
30000,Gangwon-do,2017-10-26,15.1,55.1
40000,Chungcheongbuk-do,2017-10-26,12,68.9
41000,Chungcheongnam-do,2017-10-26,13.4,71.8
50000,Jeollabuk-do,2017-10-26,13.8,74.4
51000,Jeollanam-do,2017-10-26,15.7,73.6
60000,Gyeongsangbuk-do,2017-10-26,12.9,75.4
61000,Gyeongsangnam-do,2017-10-26,14.4,77.6
70000,Jeju-do,2017-10-26,17.2,68.5
10000,Seoul,2017-10-27,16.9,54.4
11000,Busan,2017-10-27,17.8,70.4
12000,Daegu,2017-10-27,15.2,73.6
13000,Gwangju,2017-10-27,16.5,71.3
14000,Incheon,2017-10-27,15.7,65.5
15000,Daejeon,2017-10-27,14.3,74.5
16000,Ulsan,2017-10-27,16.3,80.4
20000,Gyeonggi-do,2017-10-27,15.3,68.4
30000,Gangwon-do,2017-10-27,15.7,62
40000,Chungcheongbuk-do,2017-10-27,13.4,68.8
41000,Chungcheongnam-do,2017-10-27,15.4,68.1
50000,Jeollabuk-do,2017-10-27,15.3,71
51000,Jeollanam-do,2017-10-27,16.8,70.9
60000,Gyeongsangbuk-do,2017-10-27,15.1,75.9
61000,Gyeongsangnam-do,2017-10-27,16.3,76.1
70000,Jeju-do,2017-10-27,18.4,74.3
10000,Seoul,2017-10-28,17.2,51.9
11000,Busan,2017-10-28,18.1,73.3
12000,Daegu,2017-10-28,15.8,77.9
13000,Gwangju,2017-10-28,17.3,73.6
14000,Incheon,2017-10-28,16.3,64
15000,Daejeon,2017-10-28,15.5,78.3
16000,Ulsan,2017-10-28,17.9,80.5
20000,Gyeonggi-do,2017-10-28,15.7,67.8
30000,Gangwon-do,2017-10-28,16,74.1
40000,Chungcheongbuk-do,2017-10-28,13.8,71.8
41000,Chungcheongnam-do,2017-10-28,15.8,72.1
50000,Jeollabuk-do,2017-10-28,16.5,75.3
51000,Jeollanam-do,2017-10-28,18.5,70.4
60000,Gyeongsangbuk-do,2017-10-28,16.5,79
61000,Gyeongsangnam-do,2017-10-28,17.9,75.9
70000,Jeju-do,2017-10-28,19.7,77.6
10000,Seoul,2017-10-29,11.5,45.6
11000,Busan,2017-10-29,17.4,51.6
12000,Daegu,2017-10-29,14.7,59.1
13000,Gwangju,2017-10-29,13.8,68.1
14000,Incheon,2017-10-29,11.5,51
15000,Daejeon,2017-10-29,11.6,71.9
16000,Ulsan,2017-10-29,16.4,57
20000,Gyeonggi-do,2017-10-29,11.3,55.6
30000,Gangwon-do,2017-10-29,13.9,66
40000,Chungcheongbuk-do,2017-10-29,10.6,65.1
41000,Chungcheongnam-do,2017-10-29,11.6,60.9
50000,Jeollabuk-do,2017-10-29,11.9,76.1
51000,Jeollanam-do,2017-10-29,15.9,56.5
60000,Gyeongsangbuk-do,2017-10-29,15.6,61.6
61000,Gyeongsangnam-do,2017-10-29,16.8,56.3
70000,Jeju-do,2017-10-29,16.8,66.9
10000,Seoul,2017-10-30,7.7,27.4
11000,Busan,2017-10-30,11.3,37
12000,Daegu,2017-10-30,9.7,31.4
13000,Gwangju,2017-10-30,9.7,47.9
14000,Incheon,2017-10-30,7.6,36.4
15000,Daejeon,2017-10-30,7,52.9
16000,Ulsan,2017-10-30,10.2,38.8
20000,Gyeonggi-do,2017-10-30,6.7,42
30000,Gangwon-do,2017-10-30,10.4,41
40000,Chungcheongbuk-do,2017-10-30,5.2,50.3
41000,Chungcheongnam-do,2017-10-30,6.8,54.8
50000,Jeollabuk-do,2017-10-30,8.2,53.5
51000,Jeollanam-do,2017-10-30,11,38.8
60000,Gyeongsangbuk-do,2017-10-30,9.9,37.1
61000,Gyeongsangnam-do,2017-10-30,10.2,40.3
70000,Jeju-do,2017-10-30,13.2,56.9
10000,Seoul,2017-10-31,10.4,54.3
11000,Busan,2017-10-31,13.6,36.3
12000,Daegu,2017-10-31,9.5,51.4
13000,Gwangju,2017-10-31,10.6,61.5
14000,Incheon,2017-10-31,11.1,60.6
15000,Daejeon,2017-10-31,8.8,66.6
16000,Ulsan,2017-10-31,11.4,39
20000,Gyeonggi-do,2017-10-31,8.2,71.9
30000,Gangwon-do,2017-10-31,13.2,27.1
40000,Chungcheongbuk-do,2017-10-31,6.2,63.5
41000,Chungcheongnam-do,2017-10-31,8.4,77.6
50000,Jeollabuk-do,2017-10-31,9.3,65.4
51000,Jeollanam-do,2017-10-31,12.3,54.9
60000,Gyeongsangbuk-do,2017-10-31,11.7,30.3
61000,Gyeongsangnam-do,2017-10-31,11.7,45.4
70000,Jeju-do,2017-10-31,13.4,60.9
10000,Seoul,2017-11-01,14.4,72.4
11000,Busan,2017-11-01,14.8,46.3
12000,Daegu,2017-11-01,12.1,61
13000,Gwangju,2017-11-01,12.4,75.4
14000,Incheon,2017-11-01,14.6,81.1
15000,Daejeon,2017-11-01,13.1,74.8
16000,Ulsan,2017-11-01,13.8,49.3
20000,Gyeonggi-do,2017-11-01,13,83.4
30000,Gangwon-do,2017-11-01,15.6,46.3
40000,Chungcheongbuk-do,2017-11-01,11.3,72
41000,Chungcheongnam-do,2017-11-01,13.3,85.8
50000,Jeollabuk-do,2017-11-01,12.7,77.1
51000,Jeollanam-do,2017-11-01,14.4,59.4
60000,Gyeongsangbuk-do,2017-11-01,14.1,53.1
61000,Gyeongsangnam-do,2017-11-01,13,57.6
70000,Jeju-do,2017-11-01,14.1,68
10000,Seoul,2017-11-02,15.5,78.8
11000,Busan,2017-11-02,16.4,56.8
12000,Daegu,2017-11-02,13.6,70
13000,Gwangju,2017-11-02,13.4,87.3
14000,Incheon,2017-11-02,15.4,86.8
15000,Daejeon,2017-11-02,13.9,83.6
16000,Ulsan,2017-11-02,14.8,70.6
20000,Gyeonggi-do,2017-11-02,14.8,87.4
30000,Gangwon-do,2017-11-02,16.3,54.3
40000,Chungcheongbuk-do,2017-11-02,13.7,75.3
41000,Chungcheongnam-do,2017-11-02,13.6,88.9
50000,Jeollabuk-do,2017-11-02,13.8,86.4
51000,Jeollanam-do,2017-11-02,15.2,72.8
60000,Gyeongsangbuk-do,2017-11-02,15.6,64.5
61000,Gyeongsangnam-do,2017-11-02,14.4,69
70000,Jeju-do,2017-11-02,15.6,66.3
10000,Seoul,2017-11-03,12.3,66
11000,Busan,2017-11-03,17.1,56.9
12000,Daegu,2017-11-03,13.2,68.4
13000,Gwangju,2017-11-03,11.4,82
14000,Incheon,2017-11-03,11.7,70
15000,Daejeon,2017-11-03,11.3,78
16000,Ulsan,2017-11-03,15.9,65.4
20000,Gyeonggi-do,2017-11-03,11.7,72.6
30000,Gangwon-do,2017-11-03,13.9,67.4
40000,Chungcheongbuk-do,2017-11-03,11.9,69.3
41000,Chungcheongnam-do,2017-11-03,11.6,72.6
50000,Jeollabuk-do,2017-11-03,11.8,80.9
51000,Jeollanam-do,2017-11-03,14.8,66.6
60000,Gyeongsangbuk-do,2017-11-03,14.9,57.3
61000,Gyeongsangnam-do,2017-11-03,15.1,63.6
70000,Jeju-do,2017-11-03,16.1,66.1
10000,Seoul,2017-11-04,7.8,47.9
11000,Busan,2017-11-04,11,51.8
12000,Daegu,2017-11-04,9.5,51.5
13000,Gwangju,2017-11-04,9.5,56.4
14000,Incheon,2017-11-04,7,53.1
15000,Daejeon,2017-11-04,7.7,65.3
16000,Ulsan,2017-11-04,9.3,63.1
20000,Gyeonggi-do,2017-11-04,7.3,62.1
30000,Gangwon-do,2017-11-04,8.8,61
40000,Chungcheongbuk-do,2017-11-04,6.5,60.5
41000,Chungcheongnam-do,2017-11-04,6.8,70
50000,Jeollabuk-do,2017-11-04,8.5,66
51000,Jeollanam-do,2017-11-04,10.8,50.8
60000,Gyeongsangbuk-do,2017-11-04,9.7,56.8
61000,Gyeongsangnam-do,2017-11-04,10.2,53.5
70000,Jeju-do,2017-11-04,11.7,54.8
10000,Seoul,2017-11-05,8.4,52.5
11000,Busan,2017-11-05,11.9,49.1
12000,Daegu,2017-11-05,9.1,55.6
13000,Gwangju,2017-11-05,9.5,65.5
14000,Incheon,2017-11-05,9.6,56.3
15000,Daejeon,2017-11-05,7.3,75.3
16000,Ulsan,2017-11-05,10.3,57.8
20000,Gyeonggi-do,2017-11-05,7.2,75
30000,Gangwon-do,2017-11-05,12.1,28.8
40000,Chungcheongbuk-do,2017-11-05,4.6,70.9
41000,Chungcheongnam-do,2017-11-05,6.9,79.5
50000,Jeollabuk-do,2017-11-05,8.4,72.3
51000,Jeollanam-do,2017-11-05,11.1,61.5
60000,Gyeongsangbuk-do,2017-11-05,10.9,36.4
61000,Gyeongsangnam-do,2017-11-05,10.2,55.5
70000,Jeju-do,2017-11-05,11.8,59.8
10000,Seoul,2017-11-06,11.4,64.5
11000,Busan,2017-11-06,13.8,56.1
12000,Daegu,2017-11-06,10,60.1
13000,Gwangju,2017-11-06,10.7,75.1
14000,Incheon,2017-11-06,12,69
15000,Daejeon,2017-11-06,9.2,75
16000,Ulsan,2017-11-06,12.7,49.9
20000,Gyeonggi-do,2017-11-06,10.2,77.5
30000,Gangwon-do,2017-11-06,15.7,32.5
40000,Chungcheongbuk-do,2017-11-06,6.4,73.8
41000,Chungcheongnam-do,2017-11-06,8.4,83.1
50000,Jeollabuk-do,2017-11-06,9.7,73.4
51000,Jeollanam-do,2017-11-06,13.7,66.8
60000,Gyeongsangbuk-do,2017-11-06,13.3,35.3
61000,Gyeongsangnam-do,2017-11-06,11.6,68.8
70000,Jeju-do,2017-11-06,15.8,71.8
10000,Seoul,2017-11-07,14.4,61.4
11000,Busan,2017-11-07,16.1,69.1
12000,Daegu,2017-11-07,12.9,68.4
13000,Gwangju,2017-11-07,16.3,80.4
14000,Incheon,2017-11-07,14.8,69
15000,Daejeon,2017-11-07,13.5,78.4
16000,Ulsan,2017-11-07,15.9,65.8
20000,Gyeonggi-do,2017-11-07,14.8,71
30000,Gangwon-do,2017-11-07,17.4,43.1
40000,Chungcheongbuk-do,2017-11-07,11.8,71.9
41000,Chungcheongnam-do,2017-11-07,13.6,82.3
50000,Jeollabuk-do,2017-11-07,15.8,77
51000,Jeollanam-do,2017-11-07,16.1,80.5
60000,Gyeongsangbuk-do,2017-11-07,15.4,49
61000,Gyeongsangnam-do,2017-11-07,14.8,80.3
70000,Jeju-do,2017-11-07,19.8,76.4
10000,Seoul,2017-11-08,13.1,53.3
11000,Busan,2017-11-08,18.1,51.8
12000,Daegu,2017-11-08,15.4,51.4
13000,Gwangju,2017-11-08,14.7,69.4
14000,Incheon,2017-11-08,12.3,64.3
15000,Daejeon,2017-11-08,13.8,70.1
16000,Ulsan,2017-11-08,17,54.4
20000,Gyeonggi-do,2017-11-08,13.2,67.4
30000,Gangwon-do,2017-11-08,17.1,34.5
40000,Chungcheongbuk-do,2017-11-08,12.5,66.1
41000,Chungcheongnam-do,2017-11-08,12.6,70.8
50000,Jeollabuk-do,2017-11-08,13.8,80.8
51000,Jeollanam-do,2017-11-08,16.6,59.3
60000,Gyeongsangbuk-do,2017-11-08,17.4,42.8
61000,Gyeongsangnam-do,2017-11-08,17.5,55.5
70000,Jeju-do,2017-11-08,17,75.4
10000,Seoul,2017-11-09,9.4,39.6
11000,Busan,2017-11-09,14.8,49.5
12000,Daegu,2017-11-09,10.6,54.3
13000,Gwangju,2017-11-09,12.3,52.9
14000,Incheon,2017-11-09,9.5,50.4
15000,Daejeon,2017-11-09,8.7,60.5
16000,Ulsan,2017-11-09,13,58.9
20000,Gyeonggi-do,2017-11-09,8.4,58.8
30000,Gangwon-do,2017-11-09,11.8,51.5
40000,Chungcheongbuk-do,2017-11-09,6.2,63.5
41000,Chungcheongnam-do,2017-11-09,7.7,63.5
50000,Jeollabuk-do,2017-11-09,9.8,63.4
51000,Jeollanam-do,2017-11-09,13.5,61.8
60000,Gyeongsangbuk-do,2017-11-09,11.6,65.4
61000,Gyeongsangnam-do,2017-11-09,13.3,56.5
70000,Jeju-do,2017-11-09,14.4,63.9
10000,Seoul,2017-11-10,9.8,56.3
11000,Busan,2017-11-10,16.4,63
12000,Daegu,2017-11-10,13,59
13000,Gwangju,2017-11-10,13.4,71.6
14000,Incheon,2017-11-10,10.3,64.4
15000,Daejeon,2017-11-10,9.9,72.9
16000,Ulsan,2017-11-10,15.3,66.4
20000,Gyeonggi-do,2017-11-10,9.5,72.9
30000,Gangwon-do,2017-11-10,14.9,34
40000,Chungcheongbuk-do,2017-11-10,8.7,66.9
41000,Chungcheongnam-do,2017-11-10,10.4,72.6
50000,Jeollabuk-do,2017-11-10,12.8,74.8
51000,Jeollanam-do,2017-11-10,15.7,68.5
60000,Gyeongsangbuk-do,2017-11-10,13.8,58.1
61000,Gyeongsangnam-do,2017-11-10,15.1,66.5
70000,Jeju-do,2017-11-10,17.2,65.6
10000,Seoul,2017-11-11,5.9,42.9
11000,Busan,2017-11-11,10,39.3
12000,Daegu,2017-11-11,7.9,37.8
13000,Gwangju,2017-11-11,9,53.1
14000,Incheon,2017-11-11,6.2,49.9
15000,Daejeon,2017-11-11,6,61.4
16000,Ulsan,2017-11-11,8.5,39.4
20000,Gyeonggi-do,2017-11-11,5.8,54.9
30000,Gangwon-do,2017-11-11,7.9,37.9
40000,Chungcheongbuk-do,2017-11-11,4,54.8
41000,Chungcheongnam-do,2017-11-11,6,62.4
50000,Jeollabuk-do,2017-11-11,7.4,61.9
51000,Jeollanam-do,2017-11-11,10.3,41.9
60000,Gyeongsangbuk-do,2017-11-11,6.8,44.3
61000,Gyeongsangnam-do,2017-11-11,9.2,37.9
70000,Jeju-do,2017-11-11,12.2,55.8
10000,Seoul,2017-11-12,5.3,57.1
11000,Busan,2017-11-12,11.7,46.5
12000,Daegu,2017-11-12,6.5,50.9
13000,Gwangju,2017-11-12,8.5,60.5
14000,Incheon,2017-11-12,6.2,61.3
15000,Daejeon,2017-11-12,5.4,68.8
16000,Ulsan,2017-11-12,8.8,47.4
20000,Gyeonggi-do,2017-11-12,4.8,76.5
30000,Gangwon-do,2017-11-12,9.9,29.9
40000,Chungcheongbuk-do,2017-11-12,2.7,67.5
41000,Chungcheongnam-do,2017-11-12,4.5,78.1
50000,Jeollabuk-do,2017-11-12,6.7,69.3
51000,Jeollanam-do,2017-11-12,10.7,55.9
60000,Gyeongsangbuk-do,2017-11-12,8,41.3
61000,Gyeongsangnam-do,2017-11-12,9,52.1
70000,Jeju-do,2017-11-12,11.7,66.1
10000,Seoul,2017-11-13,8.4,64.4
11000,Busan,2017-11-13,13.3,62
12000,Daegu,2017-11-13,8.6,51.4
13000,Gwangju,2017-11-13,10.1,66.1
14000,Incheon,2017-11-13,9.4,68.6
15000,Daejeon,2017-11-13,7.3,69.6
16000,Ulsan,2017-11-13,11.2,51.4
20000,Gyeonggi-do,2017-11-13,8.1,74.8
30000,Gangwon-do,2017-11-13,12.4,35.5
40000,Chungcheongbuk-do,2017-11-13,5.8,66
41000,Chungcheongnam-do,2017-11-13,8.8,80.1
50000,Jeollabuk-do,2017-11-13,8.7,69.1
51000,Jeollanam-do,2017-11-13,12.4,63.5
60000,Gyeongsangbuk-do,2017-11-13,11.5,36.5
61000,Gyeongsangnam-do,2017-11-13,11.4,65.3
70000,Jeju-do,2017-11-13,13.2,70.8
10000,Seoul,2017-11-14,7.5,42.5
11000,Busan,2017-11-14,13.7,37.8
12000,Daegu,2017-11-14,10.6,42.4
13000,Gwangju,2017-11-14,10.8,54.9
14000,Incheon,2017-11-14,8,45.8
15000,Daejeon,2017-11-14,8.8,59
16000,Ulsan,2017-11-14,12,41.9
20000,Gyeonggi-do,2017-11-14,7.5,53.8
30000,Gangwon-do,2017-11-14,10.5,30.1
40000,Chungcheongbuk-do,2017-11-14,6.7,55.4
41000,Chungcheongnam-do,2017-11-14,9,50.4
50000,Jeollabuk-do,2017-11-14,9.7,61.6
51000,Jeollanam-do,2017-11-14,12.6,43
60000,Gyeongsangbuk-do,2017-11-14,11.5,34.3
61000,Gyeongsangnam-do,2017-11-14,13.1,41
70000,Jeju-do,2017-11-14,14.8,55
10000,Seoul,2017-11-15,3.2,38.3
11000,Busan,2017-11-15,9.2,38.4
12000,Daegu,2017-11-15,7,42.1
13000,Gwangju,2017-11-15,7.6,55.6
14000,Incheon,2017-11-15,3.6,49.9
15000,Daejeon,2017-11-15,5.7,56.9
16000,Ulsan,2017-11-15,7.7,41.4
20000,Gyeonggi-do,2017-11-15,4.2,49.8
30000,Gangwon-do,2017-11-15,5.4,25.4
40000,Chungcheongbuk-do,2017-11-15,3.4,50
41000,Chungcheongnam-do,2017-11-15,6.5,53.5
50000,Jeollabuk-do,2017-11-15,6.7,55.6
51000,Jeollanam-do,2017-11-15,9.1,47.6
60000,Gyeongsangbuk-do,2017-11-15,6.3,35.6
61000,Gyeongsangnam-do,2017-11-15,8.3,40
70000,Jeju-do,2017-11-15,12.6,51.6
10000,Seoul,2017-11-16,1,30.3
11000,Busan,2017-11-16,7.1,46
12000,Daegu,2017-11-16,4.9,40.5
13000,Gwangju,2017-11-16,6.4,53.9
14000,Incheon,2017-11-16,1.5,37
15000,Daejeon,2017-11-16,2.6,54.4
16000,Ulsan,2017-11-16,5.2,43.4
20000,Gyeonggi-do,2017-11-16,1.6,46.1
30000,Gangwon-do,2017-11-16,4.1,23.5
40000,Chungcheongbuk-do,2017-11-16,0.1,51.4
41000,Chungcheongnam-do,2017-11-16,2.1,61.3
50000,Jeollabuk-do,2017-11-16,4.4,57.3
51000,Jeollanam-do,2017-11-16,7.8,52.4
60000,Gyeongsangbuk-do,2017-11-16,3.8,32.1
61000,Gyeongsangnam-do,2017-11-16,6.4,50.9
70000,Jeju-do,2017-11-16,11,59
10000,Seoul,2017-11-17,3,39.4
11000,Busan,2017-11-17,10.4,57.9
12000,Daegu,2017-11-17,5.6,49.1
13000,Gwangju,2017-11-17,8.8,50.1
14000,Incheon,2017-11-17,4,45.4
15000,Daejeon,2017-11-17,4.7,63.9
16000,Ulsan,2017-11-17,9.4,47.6
20000,Gyeonggi-do,2017-11-17,3.2,52.9
30000,Gangwon-do,2017-11-17,7.6,27.4
40000,Chungcheongbuk-do,2017-11-17,1.3,62
41000,Chungcheongnam-do,2017-11-17,5.3,63.6
50000,Jeollabuk-do,2017-11-17,6.5,58.3
51000,Jeollanam-do,2017-11-17,9.7,61.3
60000,Gyeongsangbuk-do,2017-11-17,8.4,28.6
61000,Gyeongsangnam-do,2017-11-17,8.2,60.1
70000,Jeju-do,2017-11-17,12.8,64.4
10000,Seoul,2017-11-18,-2.1,38.5
11000,Busan,2017-11-18,7,31
12000,Daegu,2017-11-18,3.6,36.5
13000,Gwangju,2017-11-18,3.2,49.3
14000,Incheon,2017-11-18,-1.9,44.6
15000,Daejeon,2017-11-18,0.9,49.8
16000,Ulsan,2017-11-18,5.1,38.4
20000,Gyeonggi-do,2017-11-18,-1,39.5
30000,Gangwon-do,2017-11-18,2.5,36.9
40000,Chungcheongbuk-do,2017-11-18,-0.5,46
41000,Chungcheongnam-do,2017-11-18,0.8,51.5
50000,Jeollabuk-do,2017-11-18,1.4,49.5
51000,Jeollanam-do,2017-11-18,5.4,42.9
60000,Gyeongsangbuk-do,2017-11-18,4.6,35.4
61000,Gyeongsangnam-do,2017-11-18,5.2,30.8
70000,Jeju-do,2017-11-18,7.9,65.3
10000,Seoul,2017-11-19,-1.6,37.8
11000,Busan,2017-11-19,3.3,32.5
12000,Daegu,2017-11-19,1.7,31.8
13000,Gwangju,2017-11-19,3.3,46.9
14000,Incheon,2017-11-19,-0.6,42.5
15000,Daejeon,2017-11-19,-0.4,54.3
16000,Ulsan,2017-11-19,2.2,27.6
20000,Gyeonggi-do,2017-11-19,-0.4,40.6
30000,Gangwon-do,2017-11-19,1.6,18.1
40000,Chungcheongbuk-do,2017-11-19,-2.3,44
41000,Chungcheongnam-do,2017-11-19,0.5,61.9
50000,Jeollabuk-do,2017-11-19,1.2,49.4
51000,Jeollanam-do,2017-11-19,4.1,44.1
60000,Gyeongsangbuk-do,2017-11-19,1.4,22.3
61000,Gyeongsangnam-do,2017-11-19,2.1,33.5
70000,Jeju-do,2017-11-19,8,54.3
10000,Seoul,2017-11-20,-0.4,55.3
11000,Busan,2017-11-20,6,35.6
12000,Daegu,2017-11-20,4.6,39.9
13000,Gwangju,2017-11-20,6,54.6
14000,Incheon,2017-11-20,0.4,61.8
15000,Daejeon,2017-11-20,3.7,62
16000,Ulsan,2017-11-20,5,37.8
20000,Gyeonggi-do,2017-11-20,0.5,71.5
30000,Gangwon-do,2017-11-20,3.4,32.9
40000,Chungcheongbuk-do,2017-11-20,0.6,55.4
41000,Chungcheongnam-do,2017-11-20,2.3,77.5
50000,Jeollabuk-do,2017-11-20,4.7,57
51000,Jeollanam-do,2017-11-20,6.7,45.5
60000,Gyeongsangbuk-do,2017-11-20,4.1,35.5
61000,Gyeongsangnam-do,2017-11-20,5.2,41.9
70000,Jeju-do,2017-11-20,9.7,61.3
10000,Seoul,2017-11-21,1.3,55.6
11000,Busan,2017-11-21,8.5,53.1
12000,Daegu,2017-11-21,4.1,56.3
13000,Gwangju,2017-11-21,6.3,64.3
14000,Incheon,2017-11-21,2.3,63.9
15000,Daejeon,2017-11-21,2.5,65.5
16000,Ulsan,2017-11-21,6.5,57.1
20000,Gyeonggi-do,2017-11-21,0.7,75.4
30000,Gangwon-do,2017-11-21,5.8,26.5
40000,Chungcheongbuk-do,2017-11-21,-0.9,70.4
41000,Chungcheongnam-do,2017-11-21,1.5,71
50000,Jeollabuk-do,2017-11-21,3.9,65.1
51000,Jeollanam-do,2017-11-21,8,56.6
60000,Gyeongsangbuk-do,2017-11-21,5,39.6
61000,Gyeongsangnam-do,2017-11-21,6,63
70000,Jeju-do,2017-11-21,9.7,63.3
10000,Seoul,2017-11-22,4.3,54.8
11000,Busan,2017-11-22,9.3,48.8
12000,Daegu,2017-11-22,5.9,54
13000,Gwangju,2017-11-22,7.3,67.6
14000,Incheon,2017-11-22,5.3,63.3
15000,Daejeon,2017-11-22,4.7,70.5
16000,Ulsan,2017-11-22,8.3,54.3
20000,Gyeonggi-do,2017-11-22,4.5,62
30000,Gangwon-do,2017-11-22,7.5,41.8
40000,Chungcheongbuk-do,2017-11-22,1.6,69.3
41000,Chungcheongnam-do,2017-11-22,6.4,68.4
50000,Jeollabuk-do,2017-11-22,6.5,70.3
51000,Jeollanam-do,2017-11-22,9.6,58.1
60000,Gyeongsangbuk-do,2017-11-22,7.1,45.8
61000,Gyeongsangnam-do,2017-11-22,8.5,52.4
70000,Jeju-do,2017-11-22,12.3,69.5
10000,Seoul,2017-11-23,0.9,49.3
11000,Busan,2017-11-23,5.6,40.1
12000,Daegu,2017-11-23,3.4,43
13000,Gwangju,2017-11-23,4.6,65.8
14000,Incheon,2017-11-23,1.8,54.8
15000,Daejeon,2017-11-23,1.1,72.3
16000,Ulsan,2017-11-23,4.4,36.9
20000,Gyeonggi-do,2017-11-23,1.4,61.1
30000,Gangwon-do,2017-11-23,2.9,26.3
40000,Chungcheongbuk-do,2017-11-23,-0.4,61.9
41000,Chungcheongnam-do,2017-11-23,2.3,67.4
50000,Jeollabuk-do,2017-11-23,2.4,76.3
51000,Jeollanam-do,2017-11-23,5.1,59.8
60000,Gyeongsangbuk-do,2017-11-23,3.1,32.8
61000,Gyeongsangnam-do,2017-11-23,4.4,43.5
70000,Jeju-do,2017-11-23,9.7,51.6
10000,Seoul,2017-11-24,-0.4,62.5
11000,Busan,2017-11-24,5.8,47.6
12000,Daegu,2017-11-24,2.5,67
13000,Gwangju,2017-11-24,5,62.4
14000,Incheon,2017-11-24,0.1,66.1
15000,Daejeon,2017-11-24,0.9,90.6
16000,Ulsan,2017-11-24,4.1,54.8
20000,Gyeonggi-do,2017-11-24,0.3,77.4
30000,Gangwon-do,2017-11-24,2.1,35.6
40000,Chungcheongbuk-do,2017-11-24,-1,78.1
